timestamp,flag_armed,flag_external_manual_override_ok,flag_system_hil_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_flip_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
16402443,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17405980,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17719435,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
18726338,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
19729425,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20739422,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
21106461,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22115419,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23116590,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23448434,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24455419,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25379477,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26383488,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27387454,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28394474,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29396552,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30403261,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31301066,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
31347192,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
32350668,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
33351026,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
34359427,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
34794788,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35803423,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36424565,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
37434875,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
38442420,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39450421,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
40460011,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
41470726,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
42476612,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
43484804,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
43616477,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43705438,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
44716072,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
45723125,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
46733491,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
47740423,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
48742464,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
49751394,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
50759745,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
51763339,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
52764878,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
53376033,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54380508,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55383420,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56283548,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
57292190,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
57351496,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58357424,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59366460,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59704060,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
60707840,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
61713494,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
62723719,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
63730428,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
64591438,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65599784,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66056628,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
67059886,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
68064427,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
68845437,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69459324,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70465421,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71467470,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71727542,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72735283,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72801544,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73804710,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
74239222,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75245540,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76255423,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76871438,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
77875601,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
78879871,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
78915317,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79919452,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80925430,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81928423,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82936449,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83941430,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84943469,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85191440,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
86192529,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
87199655,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
88211997,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
89215271,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
90136113,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90987151,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
91987213,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
92989423,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
93991422,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
94998426,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
96003426,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
97011871,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
98015450,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
98759235,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
